,title,full_text,comments_count
943,Showtime выпустил трейлер седьмого сезона «Рэй Донована»,Showtime выпустил трейлер седьмого сезона «Рэй Донована». А также новый постер.  Кабельный канал Showtime представил трейлер седьмого сезона криминального боевика «Рэй Донован». Драматический проект рассказывает о профессиональном решателе проблем богатых и влиятельных людей. В новом сезоне главному герою и его семье придется в очередной раз разбираться с собственными демонами. Шоураннеры планируют исследовать новые стороны персонажей.  Продолжение драмы с Ливом Шрайбером выйдет на экраны 17 ноября.  ,1
944,The CW разрабатывает женский спин-офф «Стрелы»,"The CW разрабатывает женский спин-офф «Стрелы». Новая команда будет состоять из двух канареек и дочери Оливера Куина.  Канал The CW заказал пилотный эпизод женского спин-оффа супергеройского сериала «Стрела». Новый проект расскажет о команде двух Чёрных канареек — Лорел Лэнс и Дины Дрейк, к которым присоединится Миа Смоук, известная как Блэкстар, (ее роли исполнит Кэтрин МакНамара) — дочь Оливера и Фелисити. Вместе девушки собираются раз и навсегда покончить с беспорядками в одном из районов Стар сити. Сценарий эпизода напишет шоураннер оригинала Бет Шварц вместе с Марком Гуггенхаймом, Джилл Бланкеншип и Оскаром Бальдеррама. Команду представят в одной из серий последнего сезона «Стрелы», а после, возможно, выпустят и отдельный сериал про героинь. В марте The CW объявил, что восьмой сезон «Стрелы» станет последним для проекта. Премьера состоится уже в следующем месяце — 15 октября.  ",3
945,"6 сериалов Fox, чтобы уютно скоротать вечерок","6 сериалов Fox, чтобы уютно скоротать вечерок. От драмы с подростками-мутантами, через пародии на Star Trek и сериалы про полицейских до простых человеческих историй.  Перерождение / The Passage Драма, ужасы, триллер | 3.67 из 5 на MyShows | 7 часов 30 минут  Необычная картина о двойственной человеческой природе: по сюжету в Южной Америке на нескольких раковых больных нападают хищные летучие мыши, которые внезапно излечивают их от тяжелой болезни. Лечебными мышами интересуется государство и в ходе исследований обнаруживает, что излечившиеся превратились в практически неубиваемых вампиров со способностями к телепатии. Вот такая терапия. «Не понимаю, почему большинство так негативно настроено к этому сериалу. Как по мне, довольно-таки интересно. Первые серии смотрела не отрывая глаз. Хочется поскорее узнать, что же будет дальше, как развернутся события и всё такое», — andrr_k. «Сериал про вампиров-телепатов, где болтовни и охрененно богатого внутреннего мира больше, чем вампиров и телепатов. Кто-то пересмотрел самые унылые серии «Ходячих Мертвецов», — bazatron. «Сериал затянут. Если в первых сериях идея кажется довольно интересной и многообещающей, то дальше сценаристы словно ушли из сериала. Такое ощущение, что фильм на полтора часа решили растянуть на весь сезон. Очень много пустых эпизодов, бесполезной болтовни, воспоминаний и нелогичного поведения. Сам же сериал малобюджетный и пресный», — JayDi. Добавьте сериал «Перерождение» в свой список 9-1-1 Боевик, драма | 4.34 из 5 на MyShows | 21 час 45 минут  Из фильмов и сериалов люди, даже далекие от США, знают волшебный номер 911. Под ним скрываются сразу все экстренные службы Штатов: полиция, пожарные и скорая помощь. Об их работе и повествует «9-1-1», не забывая погрузиться в перипетии личной драмы все тех же полицейских, пожарных и врачей. «Сериал с таким потенциалом в самом начале превращают в сказочную драму с каждой серией. Герои прекрасные, но то, что делают с самим сериалом, просто убивает. Однако надежда на реабилитацию все еще есть. Создатели с каждой серией будто просто хотят выдавить из зрителя как можно больше слез», — darkblue. «Это просто нереально крутой сериал! Давно ничего подобного не смотрела. Настолько все продумано. Очень понравилось то, как показана работа специалистов. Не переставала анализировать и восхищаться их работой. В каждой серии прочувствовала каждый момент. Увидели, как герои выросли, какие изменения произошли и что послужило для этого толчком. Райан Мерфи один из лучших в своем деле. Давно слежу за его работами, и ни одна не разочаровала», — Gerinka. «FOX должны были когда-нибудь лажануться. Проблема в том, что Мерфи всегда было наплевать на реализм, а вот в производственных драмах без этого самого реализма нифига не получается. Честно говоря, на фоне «9-1-1» даже «Пожарные Чикаго» выглядят чуть ли не документалкой. А «Третья Смена» так вообще может спать спокойно. Дело в том, что вся работа пожарных, полиции, парамедиков показана так, будто сценаристы вообще слабо представляют что за людей они описывают, а про их работу знают только из смутного описания очевидцев, которые когда-то наблюдали за работой экстренных служб», — Denton. Добавьте сериал «9-1-1» в свой список Ординатор / The Resident Драма, медицинский, триллер | 4.27 из 5 на MyShows | 1 день 3 часа 14 минут  Сериалов о жизни медиков и их работе много. Есть среди них и комедийные, и трагикомедийные, и самые натуральные драмы. «Ординатор» скорее относится к драматическим — он рассказывает о жизни молодого врача-идеалиста, воззрения которого сталкиваются с суровой реальностью работы в больнице. «Сериал для фонового просмотра неплох. Начала смотреть, увидев Мэтта Зукри в главных ролях, в „Хорошей жене“ он мне нравился. Единственное, что могу сказать точно: с точки медицины — очень слабенько. Им бы медицинского консультанта изменить. Герой Мэтта „блещет“ знаниями и опытом перед новеньким интерном, но на деле это уровень 6-го курса меда», — leviosa. «Мне понравилось, хотя я ожидала нечто хуже. Картинка динамичная, смешные моменты есть, да и музыка отлично подобрана. „Доктор Хаус“, „Анатомия страсти“, „Хороший доктор“ — у каждого своя изюминка и свои фанаты», — vladelina. «Великолепно! Динамичное развитие на протяжении всех серий и отличная развязка. Драйв и интрига на высоте. Отдельный поклон музыкальным редакторам. Единственное, чего не хватало — это полноценного раскрытия персонажей, но следить за их развитием уже интересно», — malta_vestrit. Добавьте сериал «Ординатор» в свой список Одаренные / The Gifted Приключения, драма, фантастика | 3.88 из 5 на MyShows | 22 часа 43 минуты  Сюжет «Одаренных» может показаться до боли знакомым: обычная семейная пара из США узнает, что их дети наделены сверхспособностями. Правительство за ними охотится, общество недолюбливает. В итоге выясняется, что дети в своей одаренности не одиноки и существует целая подпольная сеть мутантов. «Сериал не оправдал ожиданий, чисто для подростковой аудитории, актеры подобраны отвратительно, особенно герои на роли детей. Мутанты тоже не ахти, такое себе», — kolyalfc1989. «У сериала большие проблемы с логикой и здравым смыслом, но иногда это можно простить в угоду сценарию. Последний во многих случаях шит белыми нитками, но на это, скрепя сердце, можно закрыть глаза. При этом у сериала есть некая атмосфера, чем-то присущая моим любимым „Людям Икс“. Начало показалось странным, но через какое-то время я привыкла и…прониклась? Да, думаю, так и есть», — Patron_of_Nagini. «Разочаровался после просмотра второго сезона, так как с середины сериала за сюжетом стало скучно следить. Антагонист посредственный, одни и те же декорации на протяжении последних шести эпизодов, в общем тоскливо, не говоря уже об очень посредственном CGI (компьютерная графика — Прим. ред.) в конце», — Zidarza. Добавьте сериал «Одаренные» в свой список Орвилл / The Orville Приключения, комедия, фантастика | 4.03 из 5 на MyShows | 19 часов 56 минут  FOX посягнули на святая святых гиков всего мира — сериал «Звездный путь», более известный как Star Trek. В шоу рассказывают о приключениях разношерстного экипажа корабля «Орвилл», который бороздит Вселенную в 2417 году. Шуточки и отсылки к популярной культуре присутствуют. «Ничего не ждал от этого сериала, но блин, какой же офигенный он получился! Идеальный баланс комедии и драмы. Каждая серия имеет интереснейший сюжет и мораль, сатиру на известные проблемы современного человеческого общества. Персонажи получились отличные и запоминающиеся, и актеры постарались на славу», — bAtN0x. «Я так боялась начинать смотреть «Орвилл». Думала, что это будет очередным разочарованием, типа «Дискавери». Но рискнула — и не пожалела. И вот ведь как бывает, заявленный как комедия простенький сериал оказался глубже, душевнее, социально острее, чем навороченный и дорогостоящий «Дискавери», — Filadora. «Увы, слишком несмешно, чтобы быть пародией, и слишком несерьёзно для sci-fi. В целом, жутко вторично и в первой серии уже перегруз „отношений“, который делает из сериала про исследование космоса мелодраму в тематических костюмах. Хорошим исполнением sci-fi-пародии был невинно убиенный Other space, в разы более тупой и оставляющий в разы больше эмоций», — Sergl89. Добавьте сериал «Орвилл» в свой список Мик / The Mick Комедия, семейный | 3.89 из 5 на MyShows | 13 часов 34 минуты  Создатели «Мика» сделали классический ход — столкнули неблагополучную и матерящуюся главную героиню с детьми из богатой семьи. Зрителю лишь остается наблюдать за комичными ситуациями и выбирать, кто на самом деле хуже: дети или девушка из низов. «Очень хороший сериал. Нельзя сказать, что это прям какой-то шедевр, но с задачей приносить положительные эмоции он справляется на отлично. Я просто не помню серий, которые бы давали скучать, всегда происходит нечто дикое, отчего на лице вырисовывается улыбка», — Alex_Owl. «Сначала было интересно. Но так обычно и бывает, первая серия всегда затравочная и поэтому качественная. Я уже давно взял за правило не судить о сериале по первой серии. С подобными драмами все ясно, там по второй серии уже можно делать выводы, но на этот раз я сломался только на шестой серии. Стало ясно, что чуда не произойдет, и дальше будет только нарастающая тягомотина», — Poohov. «Неплохо для начала, я как нелюбитель комедий оценил. Главная актриса чем-то на Милу Кунис похожа, симпатичная и на харизме вытягивает», — Kolyalcf1989. «Ну, в целом, сойдет. Ни один из героев не бесит — уже хорошо», — woodson. Добавьте сериал «Мик» в свой список ",5
946,Посмотрите новое промо сериала об исчезновении людей «Лаймтаун»,"Посмотрите новое промо сериала об исчезновении людей «Лаймтаун». Шоу от Facebook выйдет уже в октябре.  Facebook Watch представили новое промо сериала «Лаймтаун» с Джессикой Бил в главной роли. Шоу основано на одноименном подкасте. В центре сюжета — радиожурналистка Лия Хэддок, которая расследует таинственное исчезновение более 300 человек в исследовательском центре нейробиологии в небольшом городке Лаймтаун в Теннесси. Среди них был и ее дядя. В ролике Лия обещает ни за что не сдаваться и докопаться до правды, несмотря на то, что весь остальной мир, кажется, решил просто забыть об этих людях. Шоу будет состоять из десяти эпизодов. Премьера назначена на 16 октября.  ",1
947,Вышел тизер сериала «Куколка» с Кэт Деннингс в главной роли,"Вышел тизер сериала «Куколка» с Кэт Деннингс в главной роли. А Марго Робби продюсирует.  Стриминговый сервис Hulu представил тизер нового комедийного сериала «Куколка». В центре сюжета — Джулс, которая только что рассталась со своим парнем. Теперь ей придется заново учиться дружить с женщинами после того, как она практически перестала общаться с девушками из-за своих отношений. Кэт Деннингс из «Две девицы на мели» исполнит главную роль, а к ней присоединятся Рэй Митчелл из «Милых обманщиц» и Бренда Сонг, известная по сериалу «Все тип-топ, или жизнь Зака и Коди». Одним из продюсеров проекта числится Марго Робби. Премьера десятисерийной комедии о женской дружбе состоится 15 ноября на Hulu.  ",2
948,Netflix выпустил полноценный трейлер фильма по сериалу «Во все тяжкие»,"Netflix выпустил полноценный трейлер фильма по сериалу «Во все тяжкие». Картина появится на сервисе 11 октября.  Потоковая платформа Netflix показала первый трейлер полнометражного фильма «Эль Камино: Во все тяжкие», который станет продолжением криминальной драмы канала AMC. События ленты сосредоточатся на персонаже Аарона Пола — Джесси Пинкмане и расскажут о том, что с ним случилось после окончания оригинального сериала. Сценаристом и режиссером проекта выступил Винс Гиллиган — создатель и шоураннер «Во все тяжкие». Премьера фильма состоится 11 октября на Netflix.  ",
949,Джаред Падалеки сыграет в ремейке «Крутого Уокера»,"Джаред Падалеки сыграет в ремейке «Крутого Уокера». Сэм Винчестер заменит Чака Норриса.  CBS Television Studios разрабатывает ремейк легендарного сериала «Крутой Уокер», выходившего в эфир канала CBS с 1993-го по 2001 год. Корделл Уокер — техасский рейнджер, делающий все возможное, чтобы раскрыть преступление и наказать нарушителей. В ремейке Уокер вместе с двумя детьми вернется в родной город Остин в Техасе после того, как два года работал под прикрытием. Вместе с новой напарницей он начинает снова бороться с преступностью. Главную роль в новой версии сериала исполнит Джаред Падалеки, известный по мистическому шоу The CW «Сверхъестественное». Сценарий напишет Анна Фрике («Красные браслеты»), она же выступит исполнительным продюсером проекта. ",1
950,Посмотрите тизер «Политика» — первого сериала Райана Мерфи для Netflix,"Посмотрите тизер «Политика» — первого сериала Райана Мерфи для Netflix. Гвинет Пелтроу, Джессика Лэнг, Бетт Мидлер, Зои Дойч и Бен Платт — неплохой состав.  Netflix выпустил тизер сериала Райана Мерфи «Политик». Это первый проект шоураннера, выпущенный специально для платформы. Восьмисерийная черная комедия расскажет о Пейтоне Хобарте — молодом человеке, который мечтает стать президентом Соединенных Штатов. Но для начала богатому студенту из Санта-Барбары необходимо стать президентом студенческого совета средней школы Святого Себастьяна и получить место в Гарварде. Задание не из легких: придется бороться со безжалостными одноклассниками, периодически жертвуя собственной моралью и тщательно продуманным имиджем. В ролях любимчики Мерфи — Джессика Лэнг и Гвинет Пэлтроу, а также Бетт Мидлер, Бен Платт, Дилан Макдермотт и Зои Дойч. Комедия выйдет на стриминговой платформе 27 сентября.  ",
951,Питер Динклэйдж и другие победители «Эмми 2019» — обзор ключевых номинаций,"Питер Динклэйдж и другие победители «Эмми 2019» — обзор ключевых номинаций. Триумф «Дряни», важнейшая победа «Игры престолов» и заслуженно отмеченный «Чернобыль».  Этой ночью в 71-й раз раздали статуэтки «Эмми». Церемония, как и «Оскар» в этом году, прошла без ведущего. Главная награда вечера — за лучший драматический сериал — досталась «Игре престолов», несмотря на то, что многие фанаты остались разочарованы последним сезоном. Лучшим комедией назвали сериал Фиби Уоллер-Бридж «Дрянь», она же стала лучшей комедийной актрисой. Рассказываем, кто еще забрал заветные статуэтки в этом году. Лучший драматический сериал  Лучше звоните Солу (Better Call Saul) Телохранитель (Bodyguard) Игра престолов (Game of Thrones) Убивая Еву (Killing Eve) Озарк (Ozark) Поза (Pose) Наследники (Succession) Это мы (This Is Us)    Сообщество MyShows верно угадало победителя номинации: 53% пользователей отдали свой голос за «Игру престолов», а вот автор обзора выбрал другого победителя — подробнее здесь. Лучший актёр в драматическом сериале   Джейсон Бейтман (Озарк/Ozark)  Стерлинг К. Браун (Это мы/This Is Us)  Кит Харингтон (Игра престолов/Game of Thrones)  Боб Оденкёрк (Лучше звоните Солу/Better Call Saul)  Билли Портер (Поза/Pose)  Майло Вентимилья (Это мы/This Is Us)    Победителя не угадал никто: пользователи выбрали Боба Оденкерка, а автор обзора — Кита Харрингтона. Лучшая актриса в драматическом сериале  Эмилия Кларк (Игра престолов/Game of Thrones) Джоди Комер (Убивая Еву/Killing Eve)   Виола Дэвис (Как избежать наказания за убийство/How to Get Away with Murder) Лора Линни (Озарк/Ozark) Мэнди Мур (Это мы/This Is Us) Сандра О (Убивая Еву/Killing Eve) Робин Райт (Карточный домик/House of Cards)    Пользователи MyShows выбрали Эмилию Кларк, автор обзора назвал Сандру О «самой сильной претенденткой», а победила в итоге ее молодая коллега. Лучшая мужская роль второго плана в драматическом сериале  Алфи Аллен (Игра престолов/Game Of Thrones) Джонатан Бэнкс (Лучше звоните Солу/Better Call Saul) Николай Костер-Вальдау (Игра престолов/Game Of Thrones) Питер Динклэйдж (Игра престолов/Game Of Thrones) Джанкарло Эспозито  (Лучше звоните Солу/Better Call Saul) Майкл Келли (Карточный домик/House of Cards) Крис Салливан (Это мы/This Is Us)    Лучшая женская роль второго плана в драматическом сериале  Гвендолин Кристи (Игра престолов/Game of Thrones) Лина Хиди (Игра престолов/Game Of Thrones) Джулия Гарнер (Озарк/Ozark) Фиона Шоу (Убивая Еву/Killing Eve) Софи Тёрнер (Игра престолов/Game Of Thrones) Мэйси Уильямс (Игра престолов/Game Of Thrones)    Лучший комедийный сериал  Барри (Barry) Дрянь (Fleabag) Хорошее место (The Good Place) Невероятная миссис Мэйзел (The Marvelous Mrs. Maisel) Жизни матрешки (Russian Doll) Шиттс Крик (Schitt's Creek) Вице-президент (Veep)    В пользовательском голосовании MyShows уверенно лидировала «Невероятная миссис Мейзел» — 54% голосов, у «Дряни» набралось всего 12%. Подробнее о номинантах можно прочитать у нас в обзоре. Лучшая актриса в комедийном сериале   Кристина Эпплгейт (Мертв для меня/Dead to Me) Рэйчел Броснахэн (Невероятная миссис Мэйзел/The Marvelous Mrs. Maisel)  Джулия Луи-Дрейфус (Вице-президент/Veep)  Наташа Лионн (Жизни матрешки/Russian Doll) Кэтрин О'Хара (Шиттс Крик/Schitt's Creek)  Фиби Уоллер-Бридж (Дрянь/Fleabag)    Сообщество MyShows отдало предпочтение Рэйчел Броснахэн в этой номинации, а как оценил автор обзора Фиби Уоллер-Бридж можно узнать здесь. Лучший актёр в комедийном сериале   Энтони Андерсон (Черноватый/Black-ish)  Дон Чидл (Чёрный понедельник/Black Monday) Тед Денсон (Хорошее место/The Good Place)  Майкл Дуглас (Метод Комински/The Kominsky Method)  Билл Хейдер (Барри/Barry) Юджин Леви (Шиттс Крик/Schitt's Creek)    В пользовательском голосовании победил Билл Хейдер, забрав более 40% голосов. Подробнее о номинантах можно прочитать в нашем авторском обзоре. Лучшая мужская роль второго плана в комедийном сериале  Алан Аркин (Метод Комински/The Kominsky Method) Энтони Кэрриган (Барри/Barry) Тони Хейл (Вице-президент/Veep) Стивен Рут (Барри/Barry) Тони Шэлуб (Невероятная миссис Мэйзел/The Marvelous Mrs. Maisel) Генри Уинклер (Барри/Barry)    Лучшая женская роль второго плана в комедийном сериале  Алекс Борштейн (Невероятная миссис Мэйзел/The Marvelous Mrs. Maisel) Анна Кламски (Вице-президент/Veep) Оливия Колман (Дрянь/Fleabag) Сиан Клиффорд (Дрянь/Fleabag) Бетти Гилпин (Блеск/Glow) Сара Голдберг (Барри/Barry) Марин Хинкль (Невероятная миссис Мэйзел/The Marvelous Mrs. Maisel) Кейт МакКиннон (Субботним вечером в прямом эфире/Saturday Night Live)    Лучший мини-сериал  Чернобыль (Chernobyl) Побег из тюрьмы Даннемора (Escape at Dannemora) Фосси/Вердон (Fosse/Verdon) Острые предметы (Sharp Objects) Когда они нас увидят (When They See Us)    Мнение сообщества MyShows совпало с мнением Академии — «Чернобыль» был выбран практически единогласно, собрав 89% голосов. А вот автор обзора выбрал «Когда они нас увидят». Лучшая актриса в мини-сериале или фильме  Эми Адамс (Острые предметы/Sharp Objects) Патриша Аркетт (Побег из тюрьмы Даннемора/Escape at Dannemora) Онжаню Эллис (Когда они нас увидят/When They See Us) Джои Кинг (Притворство/The Act) Ниси Нэш (Когда они нас увидят/When They See Us)  Мишель Уильямс (Фосси/Вердон/Fosse/Verdon)    Автор обзора выделил Патришу Аркетт, пользователи — Эми Адамс, а статуэтку в результате забрала себе Уильямс.  Лучший актёр в мини-сериале или фильме  Махершала Али (Настоящий детектив/True Detective) Бенисио Дель Торо (Побег из тюрьмы Даннемора/Escape at Dannemora) Хью Грант (Очень английский скандал/A Very English Scandal) Джаред Харрис (Чернобыль/Chernobyl) Джаррель Джером (Когда они нас увидят/When They See Us) Сэм Рокуэлл (Фосси/Вердон/Fosse/Verdon)    Сообщество MyShows в большим отрывом отдало предпочтение Джареду Харрису, а автор обзора номинации отдал свой голос за Хью Гранта. Лучшая мужская роль второго плана в мини-сериале или телефильме  Стеллан Скарсгард (Чернобыль/Chernobyl) Пол Дано (Побег из тюрьмы Даннемора/Escape at Dannemora) Бен Уишоу (Чрезвычайно английский скандал/A Very English Scandal) Асанте Блэк (Когда они нас увидят/When They See Us) Джон Легуизамо (Когда они нас увидят/When They See Us) Майкл Кеннет Уильямс (Когда они нас увидят/When They See Us)    Лучшая женская роль второго плана в мини-сериале или телефильме  Патриша Аркетт (Притворство/The Act) Марша Стефани Блейк (Когда они нас увидят/When They See Us) Патриша Кларксон (Острые предметы/Sharp Objects) Вера Фармига (Когда они нас увидят/When They See Us) Маргарет Куэлли (Фосси/Вердон/Fosse/Verdon) Эмили Уотсон (Чернобыль/Chernobyl)    Полный список победителей можно посмотреть на сайте премии. ",26
952,Что посмотреть на этой неделе? Премьеры сериалов 23 — 29 сентября,"Что посмотреть на этой неделе? Премьеры сериалов 23 — 29 сентября. Мистическая драма о расследовании сверхъестественного, шоу о гангстерских разборках и сериал с Робин из «Как я встретил вашу маму» в главной роли.  24 сентября, вторник — «Блудный сын» / Prodigal Son   В центре сюжета — психолог-криминалист Малкольм Брайт, который помогает полиции раскрывать преступления благодаря тому, что понимает, как думают убийцы. Каким образом? Его отец — знаменитый серийный маньяк Хирург.  25 сентября, среда — Emergence   Мистический триллер расскажет о полицейской из небольшого города, взявшей к себе домой девочку с амнезией, которая неожиданно оказалась на месте преступления. Девочка ничего не может вспомнить, а тут внезапно выясняется, что у нее есть сверхъестественные способности. К ней тут же начинают проявлять интерес спецслужбы.  26 сентября, четверг — «Калейдоскоп ужасов» / Creepshow   Хоррор-антология, основанная на одноименной полнометражной картине 1982 года. Каждый эпизод будет состоять из двух разных страшных историй.  26 сентября — «Стамптаун» / Stumptown   Сериал расскажет о ветеране армейской разведки Декс Парио, которая после окончания службы начинает работать частным детективом в Портленде. Помимо сыска, девушке также приходится заботиться о своем брате.  26 сентября — «Зло» / Evil   Скептически настроенная психолог объединяется со священником и подрядчиком, чтобы расследовать предполагаемые сверхъестественные инциденты.  27 сентября, пятница — «Политик» / The Politician   В центре сюжета — старшеклассник по имени Пэйтон, который уже давно проявляет интерес к политике и хочет стать президентом. Однако начать ему предстоит с самых низов административной карьеры: школьного совета.  27 сентября — «Единорог» / The Unicorn   Уэйд — вдовец, воспитывающий двух дочерей-подростков. Группа друзей уговаривает Уэйда снова начать встречаться и сходить-таки на свидание. На первой же встрече отец-одиночка с удивлением осознает, что он, оказывается, очень популярен у женщин.  29 сентября, воскресенье — Godfather of Harlem   Исторический сериал расскажет историю темнокожего гангстера Бампи Джонсона, который в середине прошлого столетия был неофициальным правителем Гарлема — района в Манхэттене. Чтобы добиться этого, его банде пришлось побороться с семьей Дженовезе — одной из пяти мафиозных группировок, контролировавших преступную деятельность в Нью-Йорке.  ",1
953,Showtime перенесли премьеру нового сезона «Шучу» на следующий год,"Showtime перенесли премьеру нового сезона «Шучу» на следующий год. И не стали объяснять почему.  Кабельный канал Showtime перенес второй сезон сериала «Шучу» с Джимом Керри в главной роли на следующий год. Изначально продолжение должно было выйти в начале ноября 2019 года, теперь же шоу вернется в эфир 9 февраля 2020-го. Showtime не стал называть причину переноса. Во втором сезоне Джефф Пиклс — детский телеведущий, роль которого исполняет Керри, найдет способ общаться с поклонниками после того, как его шоу перестало выходить в эфире. И из-за этого способа впервые в своей карьере столкнется с кампанией, организованной против него самого. Продюсером проекта, а также режиссером некоторых эпизодов выступит Мишель Гондри, постановщик «Вечного сияния чистого разума».  ",1
954,Звезды «Теории большого взрыва» снова снимутся вместе,"Звезды «Теории большого взрыва» снова снимутся вместе. Сценарий напишет автор «Уилл и Грейс».  Актеры Джим Парсонс и Майем Биалик, исполнявшие роли Шелдона и Эми в ситкоме «Теория большого взрыва», снова снимутся вместе в сериале. Ремейк британского комедийного шоу «Миранда» выйдет на CBS и будет называться «Карла». Главная героиня — 39-летняя Карла — тратит все деньги, отложенные родителями на свадьбу, чтобы открыть свое котокафе. А по соседству с этим местом работает парень, в которого она много лет влюблена. Автором сценария выступит Дарлен Хант, написавшая «Уилл и Грейс» и «Беверли-Хиллз 90210: Новое поколение». Парсонс и Баилик станут исполнительными продюсерам шоу. Премьера назначена на осень 2020-го. ",1
955,Вышел полноценный трейлер шестнадцатого сезона «Анатомии страсти»,"Вышел полноценный трейлер шестнадцатого сезона «Анатомии страсти». Шоу вернется уже на следующей неделе.  Перед премьерой нового сезона «Анатомии страсти» канал ABC наконец-то показал полноценный трейлер продолжения сериала. В шестнадцатом сезоне Мередит Грей, Ричарду и Алексу придется справляться со своим увольнением, пока фанаты продолжат гадать, что случилось с Джексоном — жив он или мертв. Также, кажется, Джо и Алекс расстанутся в новых эпизодах. Шестнадцатый сезон 26 сентября.  ",1
956,CW показал постер нового сезона «Стрелы»,"CW показал постер нового сезона «Стрелы». Премьера финала — 15 октября.  Канал CW представил постер восьмого сезона «Стрелы», который станет последним для сериала.  Фраза на постере «Герои падают. Легенды восстают» вновь запустила слухи среди фанатов о том, что конце проекта Оливер Куин может погибнуть. По словам Стивена Амелла, исполнителя главной роли, восьмой сезон будет похож на мини-сериал: каждый эпизод будет отдельным событием. Премьера финального сезона, который будет состоять всего из десяти эпизодов, назначена на 15 октября на CW.  ",
